Archivo,Texto
4796,davi water lt dww releas earn davi water wast industri restat earn stock split basi fiscal quarter month end januari report march post stock split basi compani earn share quarter basi convert ct ct versu ct ct fiscal quarter month davi earn share convert ct ct fiscal ct ct
4797,lt nova alberta corp qtr loss shr loss ct loss dlr net loss mln loss mln rev mln mln year shr profit ct loss dlr net profit mln loss mln rev billion billion avg shr mln mln
4798,lt eldr offer store corp owner pct stock offer compani privat offer dlr share remain pct stock compani propos consid regularli schedul board meet march offer made member beerman famili hold pct compani stock chairman max gutmann member board
48,offici foreign reserv fall januari zealand offici foreign reserv fell billion dlr januari billion dlr decemb compar billion year ago period reserv bank weekli statist bulletin
480,stone lt sto split stock rais payout stone contain corp split common stock increas dividend pct dividend ct share increas ct prior ct share share payabl june holder record stock split payabl june holder record
4801,echlin lt ech dividend increas pct qtli div ct ct prior qtr payabl april record april
4803,nation entertain corp lt nent qtr net jan end shr ct ct net rev mth shr ct ct net rev note prior year net period includ dlr tax credit
4804,nation entertain lt nent revers split set nation entertain corp shareholdersapprov revers stock split chang major video corp effect march ticker symbol lt majv compani expect add franchis major video store day oper
4805,lt pembina resourc year net shr ct ct net rev mln mln
4806,comput memori lt cmin set film firm merger comput memori end disk drive oper june agre acquir lt hemdal film corp transact give owner control result compani comput memori princip asset mln dlr cash cash equival agre exchang newli issu share equal pct aggreg issu acquir hemdal compani owner john dali chief execut offic combin compani renam hemdal film comput memori propos transact subject result corpor review approv sharehold hold special meet practic compani share outstand held intel corp lt intc anticip fintel share purchas dlr share connect merger hemdal comput memori
4807,klm seek stake british courier servic klm royal dutch airlin lt negoti minor stake british commonwealth ship plc lt courier servic transact includ convert loan issu klm activ fast grow deliveri market stake dutch courier servic seek buy lt iml air servic group british commonwealth compani agre earlier month klm stake british commonwealth commut airlin air deal worth mln stg
4809,econom spotlight em mark eighth birthday european monetari system mark eighth anniversari vulner turmoil world money market creat island currenc rate stabil europ economist economist system hold european commun currenc narrow fluctuat band remain infanc currenc european currenc unit ecu runaway success investor borrow alik seek altern volatil dollar wednesday long term vision ecu europ common currenc step nearer realiti belgium mint world ecu coin economist member west germani block stage develop envisag found father german chancellor helmut schmidt french presid valeri giscard phase origin due start year em set transfer nation govern central bank autonom european monetari fund member jealous guard sovereignti econom monetari matter basic problem em govern prepar make quantum leap situat decis common economist close watch system develop result ec divid polici currenc accentu economist system greatest weak vulner weak dollar past month dollar plung investor move strong currenc result sharp rise west german mark sever strain system mark soar dollar rose em currenc favour intern investor west germani year refus give pressur ec partner unit state cut interest rate slow mark rise em realign eas financi trade strain commun month ago mark dutch guilder revalu pct belgian luxembourg franc pct currenc system french franc italian lira irish punt danish crown frustrat britain failur lend em polit support keep pound major world currenc system chang british govern attitud expect countri gener elect due system realign set prompt european financ minist monetari committe committe central bank governor suggest reinforc idea due unveil financ minist hold inform meet belgium earli month economist propos involv tinker technic detail sceptic chanc fundament chang technic measur wo protect em extern factor dollar weak step forward institut level leo de corel kredietbank econom research depart economist system fortun depend larg success agreement month major industri nation stabilis exchang rate dollar resum slide em turbul predict
4810,gener mill lt gi see strong qtr result gener mill report stronger result quarter end februari expect momentum continu fourth quarter compani expect report strong earn share growth record return equiti fiscal achiev expect charg final quarter gener mill charg offset gain includ ct share half gener mill end quarter return averag equiti pct major factor contribut quarter improv pct gain unit volum consum food continu good profit growth red lobster usa strong perform specialti retail compani report quarterli earn mln dlr ct share mln dlr ct share year ago sale rose billion dlr billion dlr data reflect common stock split
4812,packag system lt pak buy label firm packag system corp agre acquir lt label privat held maker woven label base paterson term acquisit expect complet day disclos
4814,manufactur home lt mnh year net shr ct ct net rev mln mln note net includ dlr provis credit loss net includ charg dlr cumul effect account chang
4816,haiti announc find gold field ministri mine announc discoveri major gold field grand boi haiti north press confer yesterday ministri spokesman report deposit contain estim mln ton ore ton capabl gram gold spokesman gave estim thought find discov wednesday worth mine begin foreign partner invest mln dlr need technic equip spokesman haitian govern oper gold mine unit nation recent complet year feasibl studi list grand boi morn bossa site import gold deposit sedren copper mine gonaiv oper canadian firm close year mine concentr gold copper grand boi mine repres larg amount money offici sedren mine catch gold extract money financ oper offici ask name told reuter
4818,holiday corp lt hia comsat lt cq close sale holiday corp commun satellit corp close previous announc sale comsat holiday pct interest commun joint ventur video entertain hotel satellit term deal comsat paid holiday mln dlr cash assum half ventur mln dlr outstand debt compani ad continu provid program holiday hotel
4819,consum financi corp lt cfin net shr ct ct net rev mln mln note net includ invest gain ct share versu ct share extraordinari gain ct share
4820,chicago rivet machin lt cvr qtr net shr ct ct net sale year shr dlr dlr net sale mln mln
4821,filtertek lt ftk set quarterli qtli div ct ct prior pay record
4822,uk money market late mln stg bank england gave money market late unspecifi assist mln stg take total liquid inject system bank today billion stg compar shortag estim billion stg overnight interbank sterl dip pct bank announc compar level pct shortli pct initi today dealer
4824,rubber pact appear balanc negoti intern natur rubber agreement inra approach point prospect futur pact balanc deleg manaspa xuto thailand chairman inra renegoti confer hold consult small group produc consum resolv major outstand issu talk began monday xuto issu settl end week time draft agreement week talk due march xuto concret atmospher good discuss expect continu late night xuto hold weekend meet deleg negoti focu degre price adjust automat present market price refer price set cent kilo current agreement month refer price revis pct amount decid intern natur rubber organis council consum circumst adjust automat pct produc council word resist reduc role price adjust procedur deleg optim settl issu floor price appear consum drop insist downward adjust floor price call lower indic price circumst mean compromis centr refer price buy sell buy sell level chang lower indic price set cent current pact deleg exchang consum flexibl floor price question produc agre consum propos frequent price review month interv present
4825,soviet rumor bought corn soviet union rumor morn bought mln tonn corn export trade sourc amount confirm talk widespread trade gulf cash barg basi level jump cent morn rumor expect boost futur price today open soviet union recent bought mln tonn corn ostens conciliatori gestur ahead trade talk agricultur offici purchas rumor today posit factor light soviet trade offici statement previou purchas satisfi
4827,transact int lt tact qtr jan net shr ct ct net rev mln mln month shr ct ct net rev mln mln note month period includ gain dlr sale meston lake resourc share credit dlr favroabl settlement state incom tax assess month period includ gain dlr ct share sale ferrotherm
4829,franc repay currenc intervent debt franc today repaid billion franc currenc intervent debt european monetari cooper fund emcf financ ministri debt part billion franc liabil incur activ emcf swap facil defend franc januari european monetari system realign realign week specul pressur produc pct revalu west german mark dutch guilder french franc pct revalu belgian franc
483,lt skii qtr jan net shr ct ct net rev mln mln month shr ct ct net rev mln mln
4831,shell canada rais crude price canadian today edmonton shell canada rais crude price canadian today edmonton
4832,
4833,haiti import ban black pig haiti agricultur minist yesterday announc depart permit import black creol pig ban island nation team canadian veterinarian fund unit state canada mexico costa rica supervis slaughter haiti pig program erad african swine flu today announc cathol relief servic carita import jamaican pig month protest farmer own pct slaughter pig
4835,german bank see good soviet trade prospect german trade expect develop favour due moscow increas open econom relat dresdner bank ag moscow repres michael stein told bank present soviet union year hit fall world oil price cut export revenu product natur ga oversea buy power advers affect lower dollar dresdner bank economist alfr apholt soviet union larg currenc gold reserv soften impact dollar weaken oil price drop
484,kapok corp lt kpk year sept loss shr loss ct profit ct net loss profit rev mln mln note prior year net includ gain sale properti dlr
4841,nation pizza lt piza acquir restaur nation pizza reach agreement principl buy straw hat pizza restaur relat real estat approxim mln dlr cash acquisit convert pizza hut restaur nation pizza expect gener annual sale approxim mln dlr sale complet bring number restaur oper nation pizza compani
4843,citicorp place brazil loan cash basi cut qtr net mln dlr citicorp place brazil loan cash basi cut qtr net mln dlr
4845,singapor spend billion dlr port port singapor author psa spend billion dlr develop port facil equip year commun minist yeo ning hong told parliament yeo improv need cope expect growth ship tonnag cargo handl port gave detail psa handl mln tonn cargo latest statist port author
4848,or seek canadian fund heavi oil test lt or corp lt dominion secur alberta appoint offer common share canadaina compani organ exploit heavi oil product opportun canada western europ or offer privat sale stock made effort basi design rais mln canadian dlr compani invest properti project electromagnet stimul process develop iit research institut sponsorship or
4850,chrysler lt unit buy benefici lt bnl unit chrysler corp chrysler acquir major portion commerci lend portfolio benefici busi credit corp subsidiari benefici corp acquisit involv mln dlr net receiv chrysler subsidiari chrysler financi corp receiv billion dlr end
486,cargil strike talk postpon talk due today manag union end strike cargil seaforth oilse crush plant reschedul thursday compani spokesman oilse process plant halt decemb mill worker walk protest contract man level
4867,petrobra ask armi withdraw troop brazil compani petrobra ask armi withdraw troop occupi oil instal tuesday petrobra statement statement request withdraw troop made calm reign refineri request due end seamen strike willing oil industri worker sit negoti tabl statement petrobra statement strike union spokesman small ship compani reach pay agreement overwhelm major brazil seamen remain strike statement meet petrobra oil industri leader set wednesday rio presenc labour minist almir pazzionotto mediat petrobra request withdraw troop made local hour gmt compani spokesman troop remov
488,amax lt amx gold silver find amax incx identifi addit gold silver ore reserv amax sleeper mine winnemucca nev result recent drill reserv thhe mine estim short ton ore grade ounc gold ounc silver ton treatabl convent mill techniqu amax addit reserv amen heap leach estim mln ton averag ounc gold ounc silver ton drill conduct
4881,italian interbank rate rise februari itali averag interbank rate rose provision pct februari pct januari figur bank itali show weight averag rate bank lend provision pct februari compar januari averag weight rate paid deposit eas provision pct pct itali today announc offici discount rate cut pct pct effect tomorrow
4882,yeutter dlr level base econom polici trade repres clayton yeutter exchang rate dollar fall rise come decad depend financi monetari tax polici speech remark heritag foundat end marketplac ultim rule day ask futur dollar rise fall depend econom polici coooper trade nation yeutter nation kind thing financi monetari tax polici lesser burden adjust exchang rate envis situat major trade nation move back closer equilibrium exchang rate stabl hand nation exhibit greater disciplin intern cooper simpli inevit exchang rate make adjust
4884,paint compani metex lt mtx stake buy metropolitan consolid industri york paint compani acquir share metex corp pct total left open possibl acquir merger file secur exchang commiss metropolitan bought metex stock invest buy addit share sell current stake buy share metropolitan open market privat deal exchang offer tender offer merger metropolitan acquir option buy metex share own william hack metex director wife hold compani common share pct total metropolitan option buy metex common share dlr option exercis april metropolitan exercis option acquir hack stake metex common share pct total metropolitan sec file made sharehold group hack metropolitan spent mln dlr acquir metex stake list recent stock purchas common share march dlr share march dlr
4887,bpi system lt bpii talk sell compani bpi system hold discuss lead sale outstand share mln dlr bpi presid chief execut offic david fernald declin identifi parti involv talk month end decemb bpi lost dlr sale dlr
4889,balli manufactur sale flag theme park balli manufactur sale flag theme park
489,studi group urg increas oil reserv studi group unit state increas strateg petroleum reserv mln barrel deal present futur impact low oil price domest oil industri polici rais strateg reserv mln barrel present mln protect economi oversea embargo sharp price rise aspen institut humanist studi privat group call research oil explor develop techniqu predict price remain dlr barrel year rise mid import pct consumpt move increas oil reserv explor develop research guard mitig risk increas import
4890,telemedia buy harrowsmith equinox magazin telemedia telemedia publish subsidiari agre buy harrowsmith equinox magazin undisclos amount cash telemedia acquisit expect small posit impact earn harrowsmith altern magazin canada paid circul magazin equinox countri eighth largest circul copi magazin group revenu mln dlr year employ peopl telemedia telemedia acquir pct interest compani recent launch edit harrowsmith magazin editiion begun year paid circul compani final deal expect telemedia magazin founder agre continu provid editori publish direct magazin
4892,divi hotel nv lt dvh qtr net shr profit ct profit ct net profit profit rev mln mln mth shr loss ct loss ct net loss loss rev mln mln note month fiscal includ extraordinari gain ct share
4893,balli lt bli sale flag balli manufactur corp sale flag theme amus park unit proce pay debt addit sale amus park balli plan sell minor stake health club chain public compani regist propos offer secur exchang commiss pct health club spokesman william peltier told reuter sell flag consider peltier respons inquiri compani incom amus park chain sold repay debt flag sell mln dlr analyst health club chain nation largest valu mln dlr balli reportedli approach flag prospect buyer compani cash begin pay back mln dlr mountain debt balli recent complet mln dlr acquisit golden nugget casino hotel atlant citi golden nugget lt purchas push debt billion dlr time equiti mln dlr balli health tenni club revenu mln dlr pct total revenu billion dlr balli acquir flag mln dlr januari penn central balli bought great america theme park gurne mln dlr marriott corp lt mh park pretax oper profit mln dlr revenu mln dlr club equip unit combin post oper profit mln dlr revenu mln dlr mln club compani earlier month charg earn quarter mln dlr result deal buy back mln common share real estat develop donald trump februari deal balli agre buy mln mln share held trump dlr share mln dlr mln dlr relat expens exchang trump seek control compani year deal requir balli buy trump remain share dlr share stock price reach level februari
4894,franklin resourc lt ben net doubl franklin resourc believ earn doubl year compar year ago compani report incom mln dlr mln dlr revenu franklin resourc financi servic compani fiscal year end septemb
4898,cuba sugar crop year cuban sugar export figur januari suggest year crop larg year mln tonn sugar analyst export januari total tonn raw year earlier figur receiv intern sugar organ januari major export month figur give good indic current crop fourth quarter export fell tonn tonn year earlier cuba destock end ad trade hous czarnikow recent estim product year mln tonn cuban sugar product quarter tonn give final crop total mln tonn compar crop mln tonn quarter product cuba hurrican meant year crop extend export ussr substanti januari tonn januari comecon countri receiv tonn tonn month year figur receiv iso show bulgaria czechoslovakia poland romania substanti cuban sugar cuba novemb export total tonn compar tonn decemb total tonn tonn year calendar year export lower mln tonn mln lowest level mln tonn figur show
49,agenc report ship wait panama canal panama canal commiss govern agenc daili oper report backlog ship wait enter canal earli today day expect due schedul transit backlog averag wait time tomorrow super tanker regular vessel north end hr hr south end hr hr
490,intern lt ktii qtr net oper shr profit ct loss dlr oper net profit loss rev mln year oper shr profit ct loss dlr oper net profit loss rev mln mln note net includ pretax unusu gain dlr loss dlr quarter loss dlr dlr year item includ settlement patent suit provis invest writeoff item provis loss sale scale busi net period exclud dlr tax credit
4900,helmerich payn lt hp increas div qtli div ct ct payabl june record
4901,holli corp lt hoc qtr jan loss shr loss ct profit ct net loss profit rev mln mln mth shr loss ct profit ct net loss profit mln rev mln mln note month fiscal includ loss ct share discontinu oper share figur reflect partial stock split effect decemb
4903,white hous trade bill gener good white hous spokesman marlin fitzwat administr disagr trade bill clear hous subcommitte yesterday gener felt good bill gener feel good bipartisan consider trade legisl progress told report wide area agreement area disagr
4904,sunter acquisit begin tender allegheni intern sunter acquisit begin tender allegheni intern
4905,conserv signup mln acr grain trader analyst mln acr usda conserv reserv program schedul announc cst today usda accept pct acr submit total enrol year program mln acr sharp increas expect year underpin crop corn futur week analyst mln acr end neg crop corn price cite trade talk earlier year mln acr submit farmer acr conserv program definit poor yield impact total corn product minim ad
4908,irish oil concern boost cenergi lt crg stake bryson oil ga plc belfast northern ireland oil compani seek control cenergi corp rais stake compani share pct total file secur exchang commiss bryson bought cenergi common share march dlr previous held share pct bryson request detail sharehold inform cenergi case decid commun sharehold cenergi made legal challeng request
4910,sunter begin tender allegheni lt ag allegheni intern sunter acquisititon corp form boston began cash tender offer accord previous announc merger agreement outsand share common stock dlr cumul prefer stock dlr convert prefer stock offer expir april extend term agreement tender sharehold receiv dlr common share dlr prefer share dlr prefer share allegheni offer condit valid tender stock repres major vote power outstand share prefer stock prefer stock merger agreement announc earlier week
4911,lt transit financi hold qtr net shr ct ct net rev year shr ct ct net rev
4914,sport life lt splf qtr jan net oper shr loss ct profit ct oper net loss profit rev half oper shr profit ct profit ct oper net profit profit rev note prior year net exclud extraordinari credit dlr quarter dlr half current quarter net includ dlr tax credit
4918,invest firm cut cyclop lt cyl stake group affili york invest firm lower stake cyclop corp share pct total outstand share pct file secur exchang commiss group led mutual share corp sold cyclop common share februari
4920,lt argyl energi corp year loss shr loss dlr profit ct net loss profit rev note shr net dlr writedown properti asset
4922,transit financi see share profit rise lt transit financi hold earlier report higher fourth quarter full year earn expect share profit increas dlr ct compani share forecast base mln share outstand mln common share issu decemb earn base mln share outstand compani earlier report profit rose dlr ct share dlr ct share
4925,san paolo di torino cut prime rate pct pct offici san paolo di torino cut prime rate pct pct offici
4929,canadian money suppli rise mln dlr week bank canada canadian money suppli rise mln dlr week bank canada
4930,holli corp lt hoc qtr jan loss shr loss ct profit ct net loss profit rev mln mln avg shr half oper shr ct ct oper net rev mln mln avg shr note current half net exclud dlr loss discontinu oil natur ga oper share adjust stock split recapit decemb prior year net period includ pretax charg dlr recapit cost
4933,cyclop lt cyl give data group cyclop corp board reject request cyacq corp investor group inform cyclop maker specialti steel electron retail cyclop cite agreement acquir dixon group plc dlr share tender offer expir midnight march cyacq compris affili citicorp capit investor investor yesterday increas tender offer cyclop dlr share dlr subject condit condit cyclop provid cyacq data dixon cyacq satisfi financi project made dixon offer cyclop board determin announc offer cyacq press releas amend cyacq outstand tender offer remain dlr share state cyacq financ commit carri origin offer increas offer make cyclop statement agreement dixon bind dixon rescind waiv provis pact cyclop compani advis sharehold approv merger satisfi condit agreement
4934,san juan race associ lt sjr qtr shr ct ct net rev mln mln month shr ct ct net mln mln rev mln mln qtr month includ extraordainri gain dlr dlr sale land
4937,edelman cut lucki store lt lk stake pct group led york investor asher edelman lower stake lucki store lt lk share pct total outstand common stock share pct file secur exchang commiss edelman group sold lucki store common share march price rang dlr share long edelman stake pct requir report deal lucki store stock
4938,canadian money suppli rise week canadian money suppli rose mln dlr billion dlr week end march bank canada daili interest chequabl deposit rose mln dlr billion dlr notic person deposit rose billion dlr billion dlr fix term deposit foreign currenc deposit resid book charter bank canada rose billion dlr billion dlr charter bank gener loan outstand rose mln dlr billion dlr canadian liquid short term asset fell mln dlr billion dlr total canadian dollar major asset charter bank rose mln dlr billion dlr charter bank net foreign currenc asset rose mln dlr minu mln dlr note circul total billion dlr mln dlr week govern cash balanc rose billion dlr billion dlr week end march govern secur outstand fell mln dlr billion dlr week end march treasuri bill rose mln dlr billion dlr canada save bond fell mln dlr billion dlr
4939,ussr heavi buyer yugoslav report soviet union heavi buyer yugoslav corn octob purchas close mln tonn market year report agricultur counselor belgrad approxim mln tonn yugoslav corn commit foreign buyer sold soviet union yugoslav grain associ report offici report date march offici tonn corn deliv balanc tonn ship june addit tonn corn ship grain associaiton total yugoslav corn export reach mln tonn counselor heavier normal monthli ship rate yugoslav corn export due increas river barg export corn soviet union counselor monthli corn shipment yugoslavia averag tonn octob higher earlier estim offici soviet union increas share yugoslav corn sale market year
494,presidenti realti corp lt pdo annual net shr dlr dlr net rev mln mln note net gain properti invest dlr ct share dlr ct share
4941,make conciliatori move rubber pact talk drop insist floor price intern natur rubber agreement inra revis downward circumst confer sourc surpris conciliatori move meet produc main concern floor price lower indic price remain unchang clear consum countri follow suit number britain west germani belgium appear strong reserv sourc ad group consum seek adjust lower indic price set cent kilo present pact buffer stock tonn rise tonn sourc question extent price adjust automat remain problem confer chairman manaspa xuto thailand hold consult produc consum day consum group hold separ meet ahead consult presid group tonight
4944,fed content februari economi februari report reflect slim gain industri output moder inflat pressur reinforc expect feder reserv continu follow stabl monetari polici economist fed reason steve slifer lehman govern secur hint gnp pick inflat front money suppli control absolut ideal situat februari industri product rose pct slightli pct gain financi market expect compar slim pct rise januari product number previous report pct increas februari produc price index gain pct pct expect rise pct rise ppi januari fed posit allan lesli discount corpor inflat bad volcker fed chairman industri product growth line fed energi product compon ppi rose pct februari pct increas januari show impact energi price inflat term move dlr dlr barrel maria ramirez drexel burnham lambert trend pct half year declin energi price contribut pct declin ppi economist rise energi price expect sharp drop auto price passeng car price fell pct light truck price drop pct yesterday feder reserv chairman paul volcker possibl renew inflat remain concern financi market feder reserv fed lower inflat expect today robert brusca nikko secur intern low inflat permit fed maintain easier monetari polici brusca import price rise necessit weaker dollar outlook dollar air inflat produc compet foreign produc brusca price electron equip drop pct februari ppi electron good produc oversea show foreign produc rais price bode ill competit dollar declin need diminish oversea invest debt brusca ad necessit higher interest rate lower bond price contrast slifer import good price rose pct quarter quarter reflect larg degre pct drop real dollar februari februari slifer import price rise manufactur contract put place dollar drop current level expir contract made reflect weaker dollar david wyss data resourc note import manufactur good price rose pct annual rate half contribut rise industri output side lower dollar wyss produc begin find competit increas output wyss latest data point averag industri product gain pct quarter encourag sign manufactur sector begin reviv stephen roach morgan stanley convinc februari report portend econom gain strength factor point sustain rise industri output roach point stiker return work farm equip industri help account pct rise februari busi equip product util output rose pct februari gain pct januari roach show energi produc manufactur activ gain final point auto product account half industri product gain product auto assembl rose million unit annual rate million unit quarter automak produc mln unit annual rate sell roughli mln unit rate roach dispar output sale show inventori economist point sharp rise januari busi inventori sign product outstrip demand quarter januari busi inventori rose pct largest gain juli inventori rose pct commerc depart busi sale drop pct januari largest monthli sale drop record nonetheless economist expect fed react fed stand pat month ramirez continu stand pat coupl month
4951,mobil lt mob capit expenditur lower mobil corp chairman allen murray annual report issu today compani total capit expenditur lower billion dlr spent capit explor expenditur fall slightli level readi increas spend outlook promis murray mobil data annual report show capit expenditur cut year billion dlr billion dlr murray told sharehold cut compani promis acreag explor major oil ga reserv develop canada europ africa indonesia past week mobil announc restructur domest explor develop organ week restructur oil servic unit support affili mobil chairman explain chang leaner organ effici usag asset john lord mobil corp spokesman murray announc reorgan combin current explor produc affili organ mobil explor product effect present organ improv compani upstream competit posit yesterday compani restructur mobil explor produc servic mepsi enhanc develop transfer technolog support critic area explor drill resevoir manag comput system earn mobil upstream oper mln dlr pct previou year billion dlr earn mobil strategi explor product sector give attent explor possibl greatest long term potenti compani annual report mobil includ greater emphasi frontier play riskier fit strength technolog size mean shift emphasi foreign area select oversea explor offer greater potenti
4952,interconnect prefer friendli gate lt glj offer lt interconnect capit seek acquir gate learjet corp friendli term late yesterday compani offer dlr share gate learjet share interconnect capit intend purchas lt gate corp loan gate learjet mln dlr bid success interconnect capit control lt interconnect gate corp own pct gate learjet
4953,brazilian troop leav oil refineri brazil labour troubl eas today author announc withdraw troop countri main oil instal occupi day ago troop request compani petrobra threat strike oil industri employe petrobra statement today request withdraw troop situat refineri calm employe willing negoti pay deal nation seamen strike continu marin remain countri main port marin despatch port seamen strike week rule illeg friday spokesman nation strike headquart rio de janeiro today total ship brazil foreign port yesterday small compani specialis transport chemic global flumar struck pay accord seamen secur pct increas brazilian newspap today hail agreement sign nation strike end compani employ fewer seamen union leader vast major brazil seamen strike threat stoppag oil industri employe appear today reced petrobra statement compani meet union leader pay talk rio de janeiro wednesday labour minist almir pazzionotto act mediat industri troubl consider unrest week agricultur sector tuesday hundr thousand farmer held ralli countri protest high interest rate televis report show protest continu today farmer blockad bank vehicl town state sao paulo parana strike brazil govern extric debt crisi brought deterior trade balanc februari presid jose sarney announc brazil suspend interest payment billion dlr debt privat bank seamen strike export delay countri lose badli need foreign exchang
4954,infinit graphic lt infg qtr jan net shr profit ct loss ct net profit loss sale mth shr profit ct loss ct net profit loss sale
4955,mindscap buy harcourt brace lt hbj unit mindscsap agre buy educ softwar unit holt rinehart winston subsidiari harcourt brace jovanovich undisclos term sale divis purchas holt rinehart cb peak mln dlr mindscap
4956,lt hmi set dividend qtli dividend ct ct pay april record march
4959,caesar world consid restructur sale compani caesar world consid restructur sale compani
496,redston detail sweeten viacom lt offer investor sumner redston lead group vy control viacom intern offer sweeten bid compani dlr share cash dlr secur file secur exchang commiss redston control dedham nation amus theater chain oper offer rais cash portion viacom offer dlr share dlr redston rais face prefer stock offer dlr dlr redston offer made arsen hold nation amus subsidiari set purpos give viacom sharehold share arsen common stock takeov viacom earlier today receiv revis takeov bid redston mcv hold group led viacom manag compet redston control compani formal merger agreement viacom compani disclos detail revis offer special committe board review today redston group pct stake viacom manag group pct stake agre buy share compani merger complet purchas part tender offer half outstand stock rival sign confidenti agreement give access viacom financi record provid inform secret sec file redston estim cost complet takeov billion dlr bank america confid rais billion dlr financ rais bank syndic bank america agre provid separ mln dlr limit purpos partial financ commit provid mln dlr redston merril lynch pierc fenner smith increas underwrit commit mln dlr subordin financ debt viacom takeov mln dlr agre underwrit earlier redston redston group contribut mln dlr equiti takeov redston equiti contribut takeov consist group viacom common share mln dlr cash offer sweeten deal redston propos bid war manag newli drawn propos merger document week manag group submit call offer compani valu mln dlr consist dlr share cash prefer stock valu dlr share equiti compani previou offer valu billion dlr
4960,fairchild industri qtr oper shr loss ct loss ct fairchild industri qtr oper shr loss ct loss ct
4962,mobil lt mob add natur ga reserv mobil corp increas net proven reserv natur ga liquid previou year data annual report report state total net prove reserv end stood billion barrel increas mln barrel pct previou year detail data show gain result increas net prove reserv natur ga liquid mobil gain indonesia sixth product facil began oper octob capac manufactur mln tonn liquifi natur ga compani capac brought onstream year replac pct mobil product declin pct previou year detail data reserv show net prove reserv crude oil fell mln barrel mln barrel natur ga liquid reserv lower previou year net prove crude oil reserv fell canada mln barrel europ mln barrel previou year level mln barrel mln barrel
4963,arco sell agricultur research oper atlant richfield sold plan cell research institut unit arco seed oper transact undisclos price compani sold dublin plant cell research montedis spa milan itali arco seed genet hollist atlant richfield divestitur line polici focus resourc oil ga chemic coal oper
4964,caesar world lt caw mull restructur caesar world reject dlr share takeov bid york investor martin sosnoff altern includ restructur compani sale file secur exchang commiss caesar world board decid special meet yesterday explor investig altern effort thwart sosnoff takeov attempt
4965,low sugar price attract declin raw sugar price attract buy soviet union china woodhous drake carey latest weekli market report present lower termin valu reflect lack renew prompt offtak larg consum report week good demand thai raw particulari shipment trade twenti point premium octob york deliveri
497,montedison conclud talk antibiotico montedison spa lt conclud negoti spanish pharmaceut compani lt antibiotico sa compani spokesman told reuter conclud talk await author spanish author declin comment earlier today italian compani postpon schedul press confer talk antibiotico italian press report today montedison agre acquir antibiotico billion lire
4970,chemlawn lt chem seek bid march chemlawn corp ask potenti purchas compani submit propos est march chemlawn wast manag lt wmx intend particip bid process submit confidenti agreement chemlawn financi advisor smith barney harri upham wast manag dlr share tender offer chemlawn underway chemlawn reject inadequ chemlawn hold talk parti sale compani inform potenti purchas mnust sign confidenti agreemn receiv confidenti inform chemlawn chemlawn wast manag sign agreement chemlawn suppli inform suppli potenti purchas make except wast manag give compani advantag bid process
4972,gt corp lt gtsc qtr dec loss shr loss ct loss ct net loss loss rev year shr loss dlr loss ct net loss loss rev note net period includ dlr writedown seismic laboratori dlr increas reserv doubt account
4974,fairchild industri lt fen qtr loss oper shr loss ct oper loss ct oper net loss profit rev mln mln year oper shr loss ct loss ct oper net profit loss rev mln mln note share result provis pfd dividend fourth qtr earn exclud loss discontinu oper mln dlr dlr share loss mln dlr dlr share tax revers versu gain discontinu oper mln dlr ct share qtr oper earn exclud loss discontinu oper mln dlr dlr share versu loss mln dlr dlr share
4976,smartnam buy american inform network smartnam reach agreement principl buy american inform network term agreement disclos compani purchas american meet broader rang direct mail industri custom
498,utilicorp lt ucu complet acquisit utilicorp unit complet acquisit west virginia power dominion resourc mln dlr sale approv west virginia public servic commiss januari effect march west virginia manag continu respons oper util
4981,arco lt acr sell oper atlant richfield sold plan cell research institut unit arco seed oper transact undisclos price compani sold dublin plant cell research lt montedis spa milan itali arco seed genet hollist atlant richfield divestitur line polici focus resourc oil ga chemic coal oper
4983,ecuador begin work oil pipelin colombia construct worker today began build km mile pipelin link ecuador jungl oilfield pipelin colombia ecuadorean crude pump pacif coast ecuadorean energi minsitri offici month mln dlr build pipelin lago agrio ecuador puerto colon colombia connect colombian pipelin port tumaco pacif ocean coast lago agrio puerto colon pipelin design transport barrel day bpd ecuadorean crude colombian pipelin colombian pipelin tumaco ampl room ecuadorean crude transport bpd bpd capac ecuadorean energi ministri offici ecuadorean crude reach tumaco ship boat ecuador refin oil product meet domest demand complet pipelin ecuador resum product paralys march earthquak night tremor ruptur countri main pipelin jungl oilfield ecuadorean port balao pacif ocean ecuador pump bpd earthquak month repair pipelin balao govern offici ecuador estim cost mln dlr repair oil instal damag earthquak energi ministri javier espinosa
4987,dutch trade fulli balanc januari netherland record flat trade balanc januari export import total billion guilder modestli lower compar decemb sharpli januari year econom ministri spokesman quot offici statist januari export compar decemb figur billion guilder pct year level billion januari import compar billion guilder decemb fell pct billion januari year
